#allele	genesymbol	genbank_cds_start	genbank_cds_stop	genbank_strand	curated_start	genbank_nucl_accession	genbank_prot_accession	refseq_nucl_accession	refseq_prot_accession	refseq_product
	aac(6')-31	4210133	4210687	0	0	CP013119.1	ALO40181.1	NG_052214.1	WP_058124867.1	aminoglycoside N-acetyltransferase AAC(6')-31
	aac(6')-31	2415	2969	1	0	AM283490.1	CAK55563.1	NG_047265.1	WP_044424439.1	aminoglycoside N-acetyltransferase AAC(6')-31
	aac(6')-I	19288	19725	1		AMJB01000211.1		NG_052255.1	WP_017395772.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	2368511	2368951	0		KB850109.1		NG_052531.1	WP_032880374.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	151	591	1	0	KT778788.1	ALS88215.1	NG_052216.1	WP_071846216.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	17693	18130	1	0	ABYN01000078.1	EEH69174.1	NG_052523.1	WP_008940904.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	216787	217227	1	0	AMZS01000035.1	EKU56564.1	NG_052258.1	WP_009510932.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	70466	70903	1	0	APOK01000028.1	ENU30617.1	NG_052394.1	WP_004670361.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	99623	100063	0	0	APPC01000001.1	ENU94191.1	NG_052395.1	WP_004770322.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	15393	15833	0	0	APPH01000003.1	ENV11327.1	NG_052396.1	WP_004801433.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	103335	103772	0	0	APQL01000012.1	ENW03190.1	NG_052397.1	WP_005062866.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	358378	358815	0	0	APQR01000012.1	ENW19086.1	NG_052398.1	WP_005091170.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	124350	124790	1	0	APRH01000028.1	ENW78703.1	NG_052399.1	WP_005145021.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	97826	98263	0	0	APRM01000012.1	ENW94573.1	NG_052400.1	WP_005197871.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	104589	105029	0	0	APRL01000003.1	ENW95138.1	NG_052401.1	WP_005184197.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	118507	118947	0	0	APRT01000022.1	ENX12286.1	NG_052525.1	WP_005243483.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	99339	99779	0	0	APRW01000012.1	ENX20722.1	NG_052526.1	WP_005259042.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	105039	105479	1	0	APRZ01000006.1	ENX36275.1	NG_052527.1	WP_005269797.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	95845	96285	0	0	APSA01000010.1	ENX36670.1	NG_052528.1	WP_005288246.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	175354	175794	1	0	APRN01000035.1	ENX58828.1	NG_052529.1	WP_005202238.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	56661	57101	1	0	AQFL01000007.1	EOR09207.1	NG_052166.1	WP_016162901.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	98558	98998	0	0	JEWN01000004.1	EXB26010.1	NG_052457.1	WP_032874497.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	145408	145848	1	0	JEWS01000006.1	EXB46212.1	NG_052458.1	WP_032870384.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
	aac(6')-I	137925	138365	1	0	JSZD01000004.1	KHF78826.1	NG_052421.1	WP_047426753.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aac(6')-Ig	aac(6')-I	544	981	1	0	L09246.1	AAA21889.1	NG_047296.1	WP_005081764.1	aminoglycoside N-acetyltransferase AAC(6')-Ig
aac(6')-Ih	aac(6')-I	352	792	1	0	L29044.1	AAC41391.1	NG_047297.1	WP_016541245.1	aminoglycoside N-acetyltransferase AAC(6')-Ih
aac(6')-Ij	aac(6')-I	260	700	1	0	L29045.1	AAC41392.1	NG_047301.1	WP_016651650.1	aminoglycoside N-acetyltransferase AAC(6')-Ij
aac(6')-Ik	aac(6')-I	369	806	1	0	L29510.1	AAA87229.1	NG_047302.1	WP_063840323.1	aminoglycoside N-acetyltransferase AAC(6')-Ik
aac(6')-Ir	aac(6')-I	1	441	1	0	AF031326.1	AAD03490.1	NG_047309.1	WP_063840327.1	aminoglycoside N-acetyltransferase AAC(6')-Ir
aac(6')-Is	aac(6')-I	1	441	1	0	AF031327.1	AAD03491.1	NG_047310.1	WP_063840328.1	aminoglycoside N-acetyltransferase AAC(6')-Is
aac(6')-It	aac(6')-I	1	441	1	0	AF031328.1	AAD03492.1	NG_047312.1	WP_063840329.1	aminoglycoside N-acetyltransferase AAC(6')-It
aac(6')-Iu	aac(6')-I	1	441	1	0	AF031329.1	AAD03493.1	NG_047313.1	WP_005208202.1	aminoglycoside N-acetyltransferase AAC(6')-Iu
aac(6')-Iv	aac(6')-I	1	441	1	0	AF031330.1	AAD03494.1	NG_047314.1	WP_004652049.1	aminoglycoside N-acetyltransferase AAC(6')-Iv
aac(6')-Iw	aac(6')-I	1	441	1	0	AF031331.1	AAD03495.1	NG_047315.1	WP_005296085.1	aminoglycoside N-acetyltransferase AAC(6')-Iw
aac(6')-Ix	aac(6')-I	1	441	1	0	AF031332.1	AAD03496.1	NG_047316.1	WP_063840330.1	aminoglycoside N-acetyltransferase AAC(6')-Ix
aac(6')-IIb	aac(6')-II	532	1074	1	0	L06163.1	AAA25680.1	NG_047272.1	WP_063840276.1	aminoglycoside N-acetyltransferase AAC(6')-IIb
aacA35	aac(6')-II	1985	2539	1	0	AJ628983.2	CAH19071.1	NG_047269.1	WP_024437054.1	AAC(6')-II family aminoglycoside 6'-N-acetyltransferase AacA35
	aac(6')-IIa	707	1261	1	0	M29695.1	AAA25688.1	NG_047270.1	WP_023622803.1	aminoglycoside N-acetyltransferase AAC(6')-IIa
	aac(6')-IIa	21	575	1	0	FJ817422.1	ACO53359.1	NG_052142.1	WP_071846189.1	aminoglycoside N-acetyltransferase AAC(6')-IIa
	aac(6')-IIa	123	677	1	0	JN118546.1	AER57901.1	NG_052505.1	WP_071846374.1	aminoglycoside N-acetyltransferase AAC(6')-IIa
	aac(6')-IIc	62	643	1	0	AF162771.1	AAD46626.1	NG_047273.1	WP_012695484.1	aminoglycoside N-acetyltransferase AAC(6')-IIc
	aac(6')-IIc	5476	6057	0	0	LAAL01000059.1	KJO93645.1	NG_052462.1	WP_045332676.1	aminoglycoside N-acetyltransferase AAC(6')-IIc
	aac(6')-Ia	2775	3332	1	0	M86913.1	AAA72107.1	NG_051679.1	WP_013136949.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia
	aac(6')-Ia	2404	2961	1	0	AF205943.1	AAG45714.1	NG_047275.1	WP_032489895.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia
	aac(6')-Ia	1705	2262	0	0	LPQV01000084.1	KTK23273.1	NG_052217.1	WP_058677876.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia
	aac(6')-Iad	1	435	1	0	AB119105.1	BAD12078.1	NG_047276.1	WP_063840277.1	aminoglycoside N-acetyltransferase AAC(6')-Iad
	aac(6')-Iak	6420	6881	1		JVZQ01000186.1		NG_052197.1	WP_049468785.1	aminoglycoside N-acetyltransferase AAC(6')-Iak
	aac(6')-Iak	35039	35500	0	0	AB894482.1	BAO21229.1	NG_047280.1	WP_057493474.1	aminoglycoside N-acetyltransferase AAC(6')-Iak
	aac(6')-Iak	45273	45734	0	0	APIT01000070.1	EMI48985.1	NG_052391.1	WP_005418370.1	aminoglycoside N-acetyltransferase AAC(6')-Iak
	aac(6')-Iak	3417746	3418207	0	0	JZTX01000001.1	KOO79896.1	NG_052202.1	WP_064239013.1	aminoglycoside N-acetyltransferase AAC(6')-Iak
	aac(6')-Iak	521030	521491	0	0	JZIW01000001.1	KOO82158.1	NG_052203.1	WP_053461075.1	aminoglycoside N-acetyltransferase AAC(6')-Iak
	aac(6')-Ian	11483	12055	0		ANNO01000478.1		NG_052170.1	WP_051139090.1	aminoglycoside N-acetyltransferase AAC(6')-Ian
	aac(6')-Ian	26118	26690	0	0	AP014611.1	BAQ22025.1	NG_047282.1	WP_000960976.1	aminoglycoside N-acetyltransferase AAC(6')-Ian
	aac(6')-Ib	52	606	1		AF012280.1		NG_047285.1	WP_063840282.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	52	606	1		AF360376.1		NG_047286.1	WP_063840283.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	52	606	1		AY648351.1		NG_047289.1	WP_063840319.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	120	674	1		FN554982.1		NG_052274.1	WP_071846249.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	137	691	0		LRJJ01000092.1		NG_052219.1	WP_065187201.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	205	759	0		CCHO01000225.1		NG_052418.1	WP_071846332.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	406	960	1		M23634.1		NG_047284.1	WP_063840281.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	1013	1567	0		FN824509.1		NG_052349.1	WP_071846291.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	1628	2182	1		JMXB01000033.1		NG_052181.1	WP_071846208.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	2159	2713	1		JMYR01000034.1		NG_052182.1	WP_071846209.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	679	1233	1	0	AF315786.1	AAK49459.1	NG_052063.1	WP_071593232.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	2204	2758	1	0	AY219651.1	AAO32357.1	NG_047288.1	WP_013250882.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	1393	1947	1	0	L06822.4	AAW29412.1	NG_051697.1	WP_012695458.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	122	676	1	0	EF368053.1	ABN13423.2	NG_052481.1	WP_071846361.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	93	647	1	0	EU434618.1	ACA23032.1	NG_052517.1	WP_071846382.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	245	799	1	0	FJ157994.1	ACH68560.1	NG_052520.1	WP_071846385.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	29	583	1	0	HM175873.1	ADK11266.1	NG_052358.1	WP_063612062.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	1155	1712	1	0	JN091097.1	AER27705.1	NG_052503.1	WP_071846373.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	634	1188	1	0	JQ808129.1	AFJ11384.1	NG_047291.1	WP_022631510.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	840	1397	1	0	JX131372.1	AFP97029.1	NG_052283.1	WP_071846254.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	280	834	1	0	JX982232.1	AGC39277.1	NG_052262.1	WP_071846241.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	112	666	1	0	KF525277.1	AGY30801.1	NG_052024.1	WP_071593200.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	122	676	1	0	KF525278.1	AGY30802.1	NG_052303.1	WP_071846262.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	720	1274	1	0	KJ561897.1	AIA09165.1	NG_052328.1	WP_071846281.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	2677	3231	1	0	KJ631731.1	AIU93991.1	NG_052059.1	WP_071593230.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	122	676	1	0	AB195796.1	BAD73861.1	NG_052361.1	WP_071846301.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	2371	2925	1	0	AJ223604.1	CAA11472.1	NG_052057.1	WP_063978482.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	7493	8047	0	0	AVAN01000004.1	ERN61539.1	NG_052535.1	WP_022631162.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	5	559	1	0	LLQT01000027.1	KSL18989.2	NG_056043.1	WP_063840280.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
	aac(6')-Ib	1355	1909	1	0	MPVD01000104.1	OKR93365.1	NG_052628.1	WP_071846335.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aac(6')-Ib3	aac(6')-Ib	20	574	1	0	AY007784.1	AAG33663.1	NG_051438.1	WP_032488579.1	aminoglycoside N-acetyltransferase AAC(6')-Ib3
aac(6')-Ib4	aac(6')-Ib	711	1265	1	0	AF231133.1	AAF72941.1	NG_051844.1	WP_003159191.1	aminoglycoside N-acetyltransferase AAC(6')-Ib4
	aac(6')-Ib'	122	676	1	0	AY660529.1	AAT74613.1	NG_051695.1	WP_014454105.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'
	aac(6')-Ib'	2641	3195	1	0	KF040452.1	AHA61211.1	NG_052414.1	WP_071846329.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'
	aac(6')-Ib-cr	296	850	1		KR259315.1		NG_052213.1	WP_071846215.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr
aac(6')-Ib-cr3	aac(6')-Ib-cr	472	1026	1		HQ170516.1		NG_052123.1	WP_071766621.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr3
aac(6')-Ib-cr4	aac(6')-Ib-cr	812	1366	1		JZKY01000061.1		NG_052463.1	WP_065187000.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr4
aac(6')-Ib-cr5	aac(6')-Ib-cr	1022	1576	1	0	EU161636.1	ABX24471.1	NG_051711.1	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5
aac(6')-Ib-cr6	aac(6')-Ib-cr	1306	1860	1		EU675686.2		NG_047292.1	WP_063840320.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr6
aac(6')-Ib-cr7	aac(6')-Ib-cr	9748	10302	0		CP015078.1		NG_052086.1	WP_071766399.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr7
	aac(6')-Ib11	378	947	1	0	AY136758.1	AAN41403.1	NG_048578.1	WP_032490438.1	aminoglycoside N-acetyltransferase AAC(6')-Ib11
	aac(6')-Ib11	120	674	1	0	JN412067.1	AEU10765.1	NG_052506.1	WP_069985732.1	aminoglycoside N-acetyltransferase AAC(6')-Ib11
	aac(6')-Id	905	1354	1		X12618.1		NG_055007.1	WP_085334908.1	aminoglycoside N-acetyltransferase AAC(6')-Id
	aac(6')-If	264	713	1		X55353.1		NG_047295.2	WP_071593229.1	aminoglycoside N-acetyltransferase AAC(6')-If
	aac(6')-If	348369	348818	0	0	LESO01000005.1	KLV54643.1	NG_052054.1	WP_048233550.1	aminoglycoside N-acetyltransferase AAC(6')-If
	aac(6')-Il	309	767	1	0	U13880.2	AAA90937.1	NG_047303.1	WP_013263788.1	aminoglycoside N-acetyltransferase AAC(6')-Il
	aac(6')-Il	413	871	1	0	GQ856540.1	ACY07912.1	NG_047304.1	WP_063840324.1	aminoglycoside N-acetyltransferase AAC(6')-Il
	aac(6')-Il	980	1438	1	0	HM750249.1	ADO50680.1	NG_047305.1	WP_063840325.1	aminoglycoside N-acetyltransferase AAC(6')-Il
	aac(6')-Il	968	1426	1	0	KC597709.1	AGH30448.1	NG_052392.1	WP_071846318.1	aminoglycoside N-acetyltransferase AAC(6')-Il
	aac(6')-Im	1215	1751	1	0	AF337947.1	AAK63041.1	NG_047306.1	WP_010708502.1	aminoglycoside N-acetyltransferase AAC(6')-Im
	aac(6')-Im	37107	37643	0	0	AGYO01000035.1	ENZ04101.1	NG_052530.1	WP_002592614.1	aminoglycoside N-acetyltransferase AAC(6')-Im
	aac(6')-Im	1474	2010	1	0	LKIV02000117.1	KWV61377.1	NG_052222.1	WP_057038955.1	aminoglycoside N-acetyltransferase AAC(6')-Im
	aac(6')-Ip	470	1051	1		Z54241.1		NG_047307.2	WP_069453146.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ip
	aac(6')-Iq	127	678	1	0	AF047556.1	AAC25500.1	NG_047308.1	WP_032489188.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq
	aac(6')-Iz	6527	6988	1		JVWJ01000294.1		NG_054659.1	WP_049440615.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
	aac(6')-Iz	390	851	1	0	AF140221.1	AAD52985.1	NG_047317.1	WP_005410660.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
	aac(6')-Iz	278	739	1	0	HQ424462.1	ADQ43423.1	NG_052377.1	WP_071846310.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
	aac(6')-Iz	131818	132279	1	0	CP008838.1	AIL09067.1	NG_052348.1	WP_024956926.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
	aac(6')-Iz	1	462	1	0	AB971834.1	BAP12403.1	NG_052343.1	WP_012481011.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
	aac(6')-Iz	1489098	1489559	1	0	AMXM01000008.1	EMF61681.1	NG_052390.1	WP_005414154.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
	aac(6')-kana	10076	10549	1		LIQU01000069.1		NG_052084.1	WP_055545096.1	aminoglycoside 6'-N-acetyltransferase
	aacA10	443	979	0	0	KJ512977.1	AHN92771.1	NG_052119.1	WP_071766620.1	AAC(6')-I family aminoglycoside 6'-N-acetyltransferase
	aacA32	1502	2056	1	0	KP754011.1	ALE32172.1	NG_052208.1	WP_071846213.1	aminoglycoside 6'-N-acetyltransferase
	aacA34	1392	1832	1	0	AY553333.1	AAT49072.1	NG_047319.1	WP_052285801.1	aminoglycoside 6'-N-acetyltransferase AacA34
	aacA34	1000	1440	1	0	JQ002629.1	AFR33815.1	NG_052286.1	WP_071846255.1	aminoglycoside 6'-N-acetyltransferase AacA34
	aacA37	81	482	1	0	DQ302723.1	ABC17631.1	NG_047320.1	WP_063840332.1	aminoglycoside 6'-N-acetyltransferase AacA37
	aacA38	1641	2195	1	0	KJ668593.1	AIY63197.1	NG_052056.1	WP_027814019.1	aminoglycoside 6'-N-acetyltransferase AacA38
	aacA40	2092	2646	1	0	EU912537.1	ACH43055.1	NG_047271.1	WP_063840275.1	aminoglycoside 6'-N-acetyltransferase AacA40
	aacA43	114	677	1		ASES01000046.1		NG_052295.1	WP_024437351.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
	aacA43	639	1202	1	0	HQ247816.1	AEA07977.1	NG_047321.1	WP_032495046.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
	aacA43	1627	2190	1	0	JN624388.2	AEX88635.1	NG_052508.1	WP_071846376.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
	aacA48	1186	1689	1	0	AB472901.2	BAN78519.1	NG_052025.1	WP_071593201.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iag
	aacA49	52	606	1	0	KF469214.1	AGU13987.1	NG_052026.1	WP_071593202.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA49
	aacA57-2	3667408	3667980	0		CU459141.1		NG_052083.1	WP_000959805.1	aminoglycoside N-acetyltransferase AAC(6')-Ian
	aacA8	23755	24309	1		CBTR010000025.1		NG_052107.1	WP_051449075.1	aminoglycoside 6'-N-acetyltransferase AacA8
	aad9	6015	6791	1	0	AY701528.1	AAW34145.1	NG_047322.1	WP_002578722.1	ANT(9) family aminoglycoside nucleotidyltransferase
	aadA1	3320	4111	1	0	M95287.4	AAB59083.4	NG_047326.1	WP_001206317.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	650	1441	1	0	AF203818.1	AAF34178.1	NG_052233.1	WP_071846223.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	8329	9120	1	0	AF205943.1	AAG45721.1	NG_047325.1	WP_001209508.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	2080	2871	1	0	AF369871.1	AAK54202.1	NG_052238.1	WP_071846227.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	684	1475	1	0	AF382145.1	AAK61183.1	NG_052239.1	WP_071846228.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	1059	1850	1	0	AY090896.1	AAM18213.1	NG_052245.1	WP_071846233.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	107	898	1	0	AY139590.1	AAN41409.1	NG_052250.1	WP_032490440.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	370	1161	1	0	AY139597.1	AAN41424.1	NG_052252.1	WP_032490443.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	698	1489	1	0	AY139602.1	AAN41437.1	NG_052314.1	WP_032490451.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	8408	9199	1	0	AY524415.3	AAS18385.1	NG_052320.1	WP_071846275.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	2177	2968	1	0	AY577724.1	AAT51725.1	NG_052322.1	WP_071846276.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	741	1532	1	0	DQ018384.1	AAY43149.1	NG_052368.1	WP_071846304.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	727	1518	1	0	DQ166553.1	AAZ95179.1	NG_052431.1	WP_071846338.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	49	840	1	0	DQ133159.1	ABA54429.1	NG_052434.1	WP_071846339.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	634	1425	1	0	DQ133164.1	ABA54435.1	NG_052435.1	WP_071846340.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	977	1768	1	0	DQ520934.1	ABG01705.1	NG_052439.1	WP_071846342.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	1377	2168	1	0	DQ520940.1	ABG01715.1	NG_052440.1	WP_071846343.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	741	1532	1	0	DQ836058.1	ABH07980.1	NG_052473.1	WP_071846354.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	1450	2241	1	0	EF105290.1	ABL09106.1	NG_052477.1	WP_071846357.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	1223	2014	1	0	EF592570.1	ABQ96617.1	NG_052486.1	WP_032491959.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	2206	2994	1	0	FJ591055.1	ACL98100.1	NG_052136.1	WP_071846187.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	1618	2409	1	0	GQ144317.1	ACS12988.1	NG_052266.1	WP_071846243.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	57	848	0	0	FJ462718.1	ACS94035.1	NG_047328.1	WP_032492486.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	986	1777	1	0	GQ926879.1	ACX94065.1	NG_052271.1	WP_032492580.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	851	1642	1	0	GU731078.1	ADE61659.1	NG_052276.1	WP_071846250.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	1577	2368	1	0	HQ326183.1	AEA49957.1	NG_052385.1	WP_071846315.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	107	898	1	0	JF920804.1	AEQ26262.1	NG_052501.1	WP_071846371.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	746	1537	1	0	JF920806.1	AEQ26265.1	NG_052502.1	WP_071846372.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	1959	2750	1	0	HQ662555.1	AET43409.1	NG_052257.1	WP_071846240.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	50406	51197	0	0	JQ004408.1	AEX92204.1	NG_052145.1	WP_031942898.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	107	898	1	0	JN645874.1	AEY84944.1	NG_052146.1	WP_001682441.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	1622	2413	1	0	JQ326984.1	AFK93458.1	NG_052278.1	WP_071846252.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	1050	1841	1	0	JQ326986.1	AFK93463.1	NG_052279.1	WP_071846253.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	801	1592	1	0	JQ805119.1	AFR42507.1	NG_052287.1	WP_071846256.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	107	898	1	0	KF525286.1	AGY30810.1	NG_052311.1	WP_071846270.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	107	898	1	0	KF525287.1	AGY30811.1	NG_052312.1	WP_071846271.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	107	898	1	0	KF525288.1	AGY30812.1	NG_052313.1	WP_071846272.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	608	1399	1	0	KF921521.1	AHK10257.1	NG_052454.1	WP_071846349.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	2318	3109	1	0	KJ420611.1	AHX74204.1	NG_052179.1	WP_071846206.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
	aadA1	4178	4969	1	0	KJ579054.1	AIA09246.1	NG_052335.1	WP_071846288.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
